Date,Team,Acquired,Relinquished,Notes
2020-01-06,Mavericks,Isaiah Roby,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Bulls,,Adam Mokoka,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Bucks,,George Hill,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Bulls,,Wendell Carter Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Cavaliers,,Dante Exum,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Cavaliers,,Kevin Porter Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Cavaliers,Tristan Thompson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Hawks,,Jabari Parker,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Kings,,Richaun Holmes,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Knicks,,Marcus Morris,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Pistons,,Blake Griffin,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Raptors,,Fred VanVleet,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Thunder,,Danilo Gallinari,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Warriors,Draymond Green,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-07,Raptors,Matt Thomas,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Blazers,,Skal Labissiere,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Bucks,,George Hill,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Bucks,Pat Connaughton,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Bulls,,Wendell Carter Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Celtics,Kemba Walker,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Hawks,,Bruno Fernando,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Heat,Jimmy Butler,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Heat,Justise Winslow,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Hornets,Michael Kidd-Gilchrist,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Jazz,Nigel Williams-Goss,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Magic,,Al-Farouq Aminu,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Nuggets,,Paul Millsap,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Nuggets,Vlatko Cancar,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Pelicans,,Kenrich Williams,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Rockets,,Russell Westbrook,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Wizards,,Garrison Mathews,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-08,Heat,,Gabe Vincent,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-09,76ers,,Joel Embiid,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-09,76ers,Matisse Thybulle,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-09,Bucks,George Hill,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-09,Clippers,,Paul George,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-09,Rockets,,Eric Gordon,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-09,Rockets,Michael Frazier II,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-09,Thunder,Danilo Gallinari,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-09,Thunder,Russell Westbrook,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-09,Wizards,Davis Bertans,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Bucks,,Ersan Ilyasova,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Clippers,,Paul George,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Clippers,Kawhi Leonard,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Heat,,Justise Winslow,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Hornets,Marvin Williams,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Jazz,,Nigel Williams-Goss,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Lakers,,Anthony Davis,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Magic,,Aaron Gordon,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Magic,,D.J. Augustine,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Nets,,Garrett Temple,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Nets,,Wilson Chandler,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Pacers,,Domas Sabonis,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-10,Pacers,,Malcolm Brogdon,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-11,Blazers,,Hassan Whiteside,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-11,Bucks,,Kyle Korver,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-11,Bucks,Ersan Ilyasova,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-11,Lakers,,Danny Green,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-11,Lakers,,LeBron James,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-11,Pelicans,,Derrick Favors,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-11,Pelicans,,J.J. Redick,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-11,Pelicans,,Kenrich Williams,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-11,Pistons,Markieff Morris,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-11,Rockets,,Clint Capela,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-11,Rockets,Eric Gordon,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-12,Celtics,Romeo Langford,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-12,Hawks,,Trae Young,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-12,Jazz,,Donovan Mitchell,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-12,Knicks,,Frank Ntilikina,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-12,Nets,Garrett Temple,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-12,Nets,Kyrie Irving,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-12,Nets,Wilson Chandler,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-12,Raptors,Norman Powell,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-12,Raptors,Pascal Siakam,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-12,Warriors,D'Angelo Russell,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-12,Wizards,Bradley Beal,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-12,Wizards,C.J. Miles,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-13,Blazers,,Mario Hezonja,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-13,Blazers,Hassan Whiteside,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-13,Bucks,Kyle Korver,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-13,Cavaliers,,Ante Zizic,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-13,Cavaliers,Dante Exum,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-13,Celtics,,Daniel Theis,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-13,Celtics,Vincent Poirier,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-13,Kings,Marvin Bagley III,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
